번호,개방서비스명,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
284,병원,2019-09-30,1,영업/정상,1,정상,,,,,416338888,,,충청남도 홍성군 홍성읍 고암리 577번지 6호 6호,충청남도 홍성군 홍성읍 조양로 244-0,,충남한방병원,2019-11-28 15:59,2023-07-14 0:18,한방병원,170998.3304,344334.0341,한의사,3,15,40,679.79,,,,,,0,0,,,0,,시군구(위임)
285,병원,2019-10-07,1,영업/정상,1,정상,,,,,418520100,,,충청남도 공주시 금흥동  190번지 12호 에이스프라자 12호,"충청남도 공주시 무령로 599-57, 에이스프라자층 (금흥동,에이스프라자)",,공주경희한방병원,2021-01-11 21:04,2023-07-14 0:18,한방병원,213289.8139,330979.0042,한의사,4,29,98,1506.51,,,,,,0,0,,,0,,시군구(위임)
286,병원,2019-10-22,1,영업/정상,1,정상,,,,,414147500,,,"충청남도 천안시 서북구 불당동  1491번지 0호 파크힐3,4층 0호","충청남도 천안시 서북구 불당23로 73-27, 파크힐3,4층층 (불당동,파크힐3,4층)",,리본한방병원,2020-04-28 10:20,2023-07-14 0:18,한방병원,209712.8907,368783.7319,한의사,8,42,131,6176.56,,,,,,0,0,,,0,,시군구(위임)
287,병원,2019-10-29,1,영업/정상,1,정상,,,,,414007171,,,충청남도 태안군 태안읍 동문리 902번지 14호 혜민한방병원 14호,"충청남도 태안군 태안읍 정주내1길 13-0, 혜민한방병원층 (혜민한방병원)",,혜민한방병원,2020-03-23 22:58,2023-07-14 0:18,한방병원,137813.9506,360637.9221,,6,17,64,0,,,,,,0,0,,,0,,시군구(위임)
288,병원,2007-01-02,1,영업/정상,1,정상,,,,,417338500,,,충청남도 논산시 성동면 정지리 15번지,충청남도 논산시 성동면 논산평야로 370-10,,민들레요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),205515.5276,301714.7732,,16,78,492,0,"내과, 신경과, 가정의학과, 흉부외과","내과, 신경과, 가정의학과, 흉부외과",,,,0,0,,,0,,시군구(위임)
289,병원,2007-01-29,1,영업/정상,1,정상,,,,,419538377,,,충청남도 서천군 서천읍 삼산리 387번지 12호 12호,충청남도 서천군 서천읍 삼산북길 56,,서천요양병원,2016-10-25 15:28,2023-07-14 0:18,요양병원(일반요양병원),175375.0942,285994.1478,의사,19,84,506,0,"내과,외과,정형외과,피부과,이비인후과,한방내과","내과,외과,정형외과,피부과,이비인후과,한방내과",,,,0,0,,,0,,시군구(위임)
290,병원,2007-02-20,1,영업/정상,1,정상,,,,,415471111,,,충청남도 아산시 온천동  92번지 14호 14호,충청남도 아산시 온궁로 15-4 (온천동),,고려요양병원,2014-01-29 0:00,2023-07-14 0:18,요양병원(일반요양병원),200153.8678,364572.0578,,0,0,0,0,,,,,,0,0,,,0,,시군구(위임)
291,병원,2007-03-06,1,영업/정상,1,정상,,,,,418352080,,,충청남도 부여군 장암면 합곡리 330번지,충청남도 부여군 장암면 충절로1713번길 16,,의료법인 부여의료재단 부여다사랑병원,2018-07-19 0:00,2023-07-14 0:18,정신병원,188196.3013,303126.1987,의사,8,30,282,0,"정신과, 신경과,내과,소아과피부과","정신과, 신경과,내과,소아과피부과",,,,0,0,,,0,,시군구(위임)
292,병원,2003-06-09,1,영업/정상,1,정상,,,,,418332089,,,충청남도 부여군 부여읍 신정리 404번지 2호 2호,충청남도 부여군 부여읍 삼충로648번길 41,,부여청담병원,2017-03-16 16:16,2023-07-14 0:18,정신병원,197980.116,314210.4988,의사,12,56,398,0,정신과,정신과,,,,0,0,,,0,,시군구(위임)
293,병원,2007-03-26,1,영업/정상,1,정상,,,,,415610245,,,충청남도 천안시 서북구 성정동  1527번지 리전프라자,"충청남도 천안시 서북구 성정공원1길 9-7, 리전프라자층 (성정동,리전프라자)",,천안중앙병원,2017-01-17 11:33,2023-07-14 0:18,정신병원,212280.27,369454.2752,의사,14,46,240,0,"정신과, 신경과, 가정의학과","정신과, 신경과, 가정의학과",,,,0,0,,,0,,시군구(위임)
294,병원,2005-11-21,1,영업/정상,1,정상,,,,,415211114,,,충청남도 천안시 동남구 목천읍 송전리 431번지,충청남도 천안시 동남구 목천읍 삼방로 735,,천안시립노인전문병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(노인병원),220155.0714,369332.6862,,0,46,288,0,"내과,신경과,재활의학과,한방과","내과,신경과,재활의학과,한방과",,,,0,0,,,0,,시군구(위임)
295,병원,2015-09-25,1,영업/정상,1,정상,,,,,416897000,2929.32,,충청남도 서산시 석림동  568번지 5호 5호,충청남도 서산시 중앙로 149 (석림동),,충청남도 서산의료원,2024-01-21 17:27,2024-01-23 2:40,종합병원,152212.272,363927.7631,의사,211,91,320,2929.32,"내과, 일반외과,소아과,산부인과,정형외과,치과,임상병리과,방사선과,마취과,이비인후과,정신과,신경과,비뇨기과,안과","내과, 일반외과,소아과,산부인과,정형외과,치과,임상병리과,방사선과,마취과,이비인후과,정신과,신경과,비뇨기과,안과",,,,0,0,,,0,,시도
296,병원,2007-05-08,1,영업/정상,1,정상,,,,,417415552,,,충청남도 논산시 연무읍 동산리 883번지 4호 4호,충청남도 논산시 연무읍 동안로888번길 5,,연무요양병원,2017-01-26 17:04,2023-07-14 0:18,요양병원(일반요양병원),209196.2423,292458.0305,의사,16,23,130,0,"내과, 신경과, 신경외과, 정형외과, 가정의학과, 이비인후과, 산부인과","내과, 신경과, 신경외과, 정형외과, 가정의학과, 이비인후과, 산부인과",,,,0,0,,,0,,시군구(위임)
297,병원,2007-06-08,1,영업/정상,1,정상,,,,,419343261,,,충청남도 보령시 동대동  874번지 8호 8호,충청남도 보령시 중앙로 16 (동대동),,의료법인 대웅의료재단 보령요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),163956.3805,316260.5889,의사,7,42,196,0,"내과, 외과, 가정의학과, 신경과","내과, 외과, 가정의학과, 신경과",,,,0,0,,,0,,시군구(위임)
298,병원,2007-06-19,1,영업/정상,1,정상,,,,,413304000,0,,충청남도 예산군 예산읍 산성리 189번지 2호 2호,충청남도 예산군 예산읍 금오대로 94,,의료법인 예당의료재단 예산종합병원,2024-01-21 17:28,2024-01-23 2:40,종합병원,185475.7423,354400.408,,37,46,216,0,,,,,,0,0,,,0,,시도
299,병원,2013-05-07,1,영업/정상,1,정상,,,,,,,,충청남도 천안시 동남구 삼룡동  381번지 22호 22호,충청남도 천안시 동남구 천안대로 215 (삼룡동),,천안베스트원요양병원,2015-01-06 0:00,2023-07-14 0:18,요양병원(일반요양병원),214670.3923,362906.8475,의사,15,54,398,0,"내과, 가정의학과, 신경외과, 정형외과, 응급의학과, 재활의학과, 한방내과(7과목)","내과, 가정의학과, 신경외과, 정형외과, 응급의학과, 재활의학과, 한방내과(7과목)",,,,0,0,,,0,,시군구(위임)
300,병원,2013-05-14,1,영업/정상,1,정상,,,,,415452874,,,충청남도 아산시 배방읍 장재리 1725번지,충청남도 아산시 배방읍 희망로46번길 19-3,,산울의료재단 스파인치과병원,2021-01-11 20:59,2023-07-14 0:18,치과병원,209251.1771,365276.2605,치과의사,3,1,5,863,"치과보철과, 치과교정과, 치과보존과, 치주과, 예방치과","치과보철과, 치과교정과, 치과보존과, 치주과, 예방치과",,,,0,0,,,0,,시군구(위임)
301,병원,2013-06-12,1,영업/정상,1,정상,,,,,417363000,,,충청남도 논산시 부적면 마구평리 9번지 44호 44호,충청남도 논산시 부적면 계백로 1487,,나성의료재단 논산행복한요양병원,2015-07-06 0:00,2023-07-14 0:18,요양병원(일반요양병원),212479.4445,301483.0901,,21,132,718,0,,,,,,0,0,,,0,,시군구(위임)
302,병원,2013-08-26,1,영업/정상,1,정상,,,,,415497572,,,충청남도 아산시 도고면 기곡리 270번지 7호 7호,충청남도 아산시 도고면 도고면로 179,,아산유리의료재단 아산유리요양병원,2015-02-11 0:00,2023-07-14 0:18,요양병원(일반요양병원),189431.2257,362435.7046,,8,82,398,0,"내과, 가정의학과, 재활의학과, 신경과","내과, 가정의학과, 재활의학과, 신경과",,,,0,0,,,0,,시군구(위임)
303,병원,2013-08-29,1,영업/정상,1,정상,,,,,416722900,,,충청남도 태안군 태안읍 남문리 627번지 1호 1호,충청남도 태안군 태안읍 환동로 31,,의료법인 태안의료재단 현대요양병원,2015-01-06 0:00,2023-07-14 0:18,요양병원(일반요양병원),136721.8992,361207.7093,,7,46,354,0,"외과, 가정의학과, 신경과, 내과, 마취통증의하과, 한방내과, 사상체질과, 침구과(7개과목)","외과, 가정의학과, 신경과, 내과, 마취통증의하과, 한방내과, 사상체질과, 침구과(7개과목)",,,,0,0,,,0,,시군구(위임)
304,병원,2013-10-04,1,영업/정상,1,정상,,,,,413558600,,,충청남도 당진시 송악읍 본당리 580번지 12호 12호,충청남도 당진시 송악읍 본청길 96,,효제의료재단 당진효제요양병원,2015-06-03 0:00,2023-07-14 0:18,요양병원(일반요양병원),175206.6484,374073.4207,,12,30,266,0,"내과, 신경과, 외과, 정형외과, 피부과, 영상의학과, 재활의학과, 가정의학과, 비뇨기과, 한의과","내과, 신경과, 외과, 정형외과, 피부과, 영상의학과, 재활의학과, 가정의학과, 비뇨기과, 한의과",,,,0,0,,,0,,시군구(위임)
305,병원,2013-12-26,1,영업/정상,1,정상,,,,,,,,충청남도 천안시 서북구 성정동  544번지 7호 7호,충청남도 천안시 서북구 동서대로 110-23 (성정동),,아름다운마음의료재단 참조은 요양병원,2015-06-13 0:00,2023-07-14 0:18,요양병원(일반요양병원),211995.5256,369196.042,,12,36,280,0,"내과, 신경과, 가정의학과, 재활의학과, 영상의학과, 진단검사의학과(6개과목)","내과, 신경과, 가정의학과, 재활의학과, 영상의학과, 진단검사의학과(6개과목)",,,,0,0,,,0,,시군구(위임)
306,병원,2013-12-27,1,영업/정상,1,정상,,,,,416322332,,,충청남도 홍성군 홍성읍 월산리 529번지 5호 5호,충청남도 홍성군 홍성읍 백월로 130,,의암의료재단 홍주요양병원,2015-05-21 0:00,2023-07-14 0:18,요양병원(일반요양병원),167759.4383,344523.2046,,22,40,398,0,"(7개과목)한방내과, 한방침구과, 한방정신과, 한방안.이비인후.피부과, 가정의학과, 산부인과, 마취통증의학과","(7개과목)한방내과, 한방침구과, 한방정신과, 한방안.이비인후.피부과, 가정의학과, 산부인과, 마취통증의학과",,,,0,0,,,0,,시군구(위임)
307,병원,2014-01-08,1,영업/정상,1,정상,,,,,415581000,,,충청남도 천안시 동남구 영성동  170번지 2호 2호,충청남도 천안시 동남구 영성로 7 (영성동),,가야요양병원,2015-01-06 0:00,2023-07-14 0:18,요양병원(일반요양병원),213355.0463,366407.4927,의사,18,54,348,0,"재활의학과, 내과, 외과, 가정의학과, 한방내과","재활의학과, 내과, 외과, 가정의학과, 한방내과",,,,0,0,,,0,,시군구(위임)
308,병원,2014-01-15,1,영업/정상,1,정상,,,,,,,,충청남도 아산시 온천동  80번지 3호 3호,충청남도 아산시 온천대로 1529 (온천동),,누리의료재단 녹십자요양병원,2014-11-18 0:00,2023-07-14 0:18,요양병원(일반요양병원),200619.7909,364386.2252,,7,32,218,0,"정형외과, 일반외과, 한방내과, 한방부인과, 한방침구과, 한방소아과","정형외과, 일반외과, 한방내과, 한방부인과, 한방침구과, 한방소아과",,,,0,0,,,0,,시군구(위임)
309,병원,2014-01-23,1,영업/정상,1,정상,,,,,416320001,,,충청남도 홍성군 홍성읍 고암리 1022번지,충청남도 홍성군 홍성읍 조양로 231,,내포홍성한방병원,2019-10-31 15:15,2023-07-14 0:18,한방병원,170863.97,344364.1139,한의사,2,4,31,0,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과
마취통증의학과","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과
마취통증의학과",,,,0,0,,,0,,시군구(위임)
310,병원,2010-11-01,1,영업/정상,1,정상,,,,,418811711,,,세종특별자치시  장군면 하봉리 441번지 5호 5호,세종특별자치시  장군면 구석뜸길 140,,공주세종요양병원,2014-01-29 0:00,2023-07-14 0:18,요양병원(일반요양병원),216096.1208,333411.6269,,8,30,240,0,,,,,,0,0,,,0,,시군구(위임)
311,병원,2010-11-12,1,영업/정상,1,정상,,,,,415550400,,,충청남도 천안시 서북구 백석동  836번지,충청남도 천안시 서북구 백석5길 4 (백석동),,백석요양병원,2014-01-29 0:00,2023-07-14 0:18,요양병원(일반요양병원),211311.0208,368898.3263,,30,96,490,0,"내과, 신경과, 재활의학과, 가정의학과, 한방내과, 침구과, 신경외과, 정형외과, 외과(계 9개 과목)","내과, 신경과, 재활의학과, 가정의학과, 한방내과, 침구과, 신경외과, 정형외과, 외과(계 9개 과목)",,,,0,0,,,0,,시군구(위임)
312,병원,2011-04-04,1,영업/정상,1,정상,,,,,418337200,,,충청남도 부여군 부여읍 저석리 23번지 6호 6호,충청남도 부여군 부여읍 삼충로 776,,의료법인 연화의료재단 부여요양병원,2015-09-01 0:00,2023-07-14 0:18,요양병원(일반요양병원),198796.0346,314424.597,,9,60,344,0,"비뇨기과, 산부인과, 한방내과","비뇨기과, 산부인과, 한방내과",,,,0,0,,,0,,시군구(위임)
313,병원,2011-04-07,1,영업/정상,1,정상,,,,,415430011,,,충청남도 아산시 용화동  368번지 51호 2필지 51호,"충청남도 아산시 시민로329번길 82 (용화동,2필지)",,아산효요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),199324.4179,363630.5349,,6,40,280,0,"내과, 재활의학과, 외과, 정형외과, 신경과","내과, 재활의학과, 외과, 정형외과, 신경과",,,,0,0,,,0,,시군구(위임)
314,병원,2011-07-14,1,영업/정상,1,정상,,,,,416420003,,,충청남도 홍성군 은하면 금국리 529번지 4호 4호,충청남도 홍성군 은하면 구성남로 381,,장수요양병원,2015-01-06 0:00,2023-07-14 0:18,요양병원(일반요양병원),161298.9553,339116.309,,5,52,292,0,"내과, 정형외과, 외과, 한방내과","내과, 정형외과, 외과, 한방내과",,,,0,0,,,0,,시군구(위임)
315,병원,2011-06-09,1,영업/정상,1,정상,,,,,415558275,,,충청남도 천안시 동남구 성황동  71번지 1호 1호,충청남도 천안시 동남구 대흥로 288 (성황동),,혜강병원,2018-07-19 0:00,2023-07-14 0:18,정신병원,213277.8016,368008.5322,의사,28,64,460,0,"정신과, 신경과, 내과, 가정의학과, 정형외과, 피부과, 비뇨기과","정신과, 신경과, 내과, 가정의학과, 정형외과, 피부과, 비뇨기과",,,,0,0,,,0,,시군구(위임)
316,병원,2011-07-22,1,영업/정상,1,정상,,,,,413570100,16545.17,,충청남도 당진시 시곡동  57번지 1호 1호,충청남도 당진시 반촌로 5-15 (시곡동),,당진종합병원,2024-01-29 20:42,2024-01-31 2:40,종합병원,171789.9159,378138.33,의사,133,82,302,16545.17,"신경외과, 영상의학과, 내과, 외과, 소아청소년과, 정형외과, 마취통증의학과, 진단검사의학과, 응급의학과, 신경과, 비뇨기과 (계 11과목)","신경외과, 영상의학과, 내과, 외과, 소아청소년과, 정형외과, 마취통증의학과, 진단검사의학과, 응급의학과, 신경과, 비뇨기과 (계 11과목)",,,,0,0,,,0,,시도
317,병원,2011-09-26,1,영업/정상,1,정상,,,,,415672277,,,충청남도 천안시 서북구 불당동  705번지 5층 501호,"충청남도 천안시 서북구 검은들1길 20 (불당동,5층 501호)",,아선의료재단 메디케어 요양병원,2015-05-29 0:00,2023-07-14 0:18,요양병원(일반요양병원),209764.1787,367772.3828,,3,40,266,0,"내과, 외과, 신경과, 재활의학과, 가정의학과","내과, 외과, 신경과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구(위임)
318,병원,2007-03-27,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 부여읍 신정리 404번지 2호 2호,충청남도 부여군 부여읍 삼충로648번길 41,,부여한라병원,2018-07-19 0:00,2023-07-14 0:18,정신병원,197980.116,314210.4988,의사,17,598,598,0,정신과,정신과,,,,0,0,,,0,,시군구(위임)
319,병원,1999-11-13,1,영업/정상,1,정상,,,,,415433580,,,충청남도 아산시 음봉면 월랑리 119번지,충청남도 아산시 음봉면 음봉로681번길 76,,사회복지법인 아산성애원 열린성애병원,2017-03-16 16:17,2023-07-14 0:18,정신병원,207078.4273,370827.5006,,19,110,580,0,정신과,정신과,,,,0,0,,,0,,시군구(위임)
